time,Prop,Type,Group,strain_type,exposure,choose_rho,waning
0,0.21323529411764708,M,4,HKU1_S1,Ordered,rho_05,Direct
0,0.23529411764705882,M,5,HKU1_S1,Ordered,rho_05,Direct
0,0.03676470588235295,M,6,HKU1_S1,Ordered,rho_05,Direct
0,0.25000000000000006,P,1,HKU1_S1,Ordered,rho_05,Direct
0.125,6.986097305862522e-8,M,2,HKU1_S1,Ordered,rho_05,Direct
0.125,1.8417892897273851e-7,M,4,HKU1_S1,Ordered,rho_05,Direct
0.125,2.0323192162509256e-7,M,5,HKU1_S1,Ordered,rho_05,Direct
0.125,0.32668851198648463,P,1,HKU1_S1,Ordered,rho_05,Direct
0.25,-9.384121761021111e-9,M,2,HKU1_S1,Ordered,rho_05,Direct
0.25,-2.132754945686609e-8,M,3,HKU1_S1,Ordered,rho_05,Direct
0.25,-2.4739957369964365e-8,M,4,HKU1_S1,Ordered,rho_05,Direct
0.25,-2.729926330478868e-8,M,5,HKU1_S1,Ordered,rho_05,Direct
0.25,0.25424099233071695,P,1,HKU1_S1,Ordered,rho_05,Direct
0.375,9.743133632610824e-8,M,3,HKU1_S1,Ordered,rho_05,Direct
0.375,1.2471211049741892e-7,M,5,HKU1_S1,Ordered,rho_05,Direct
0.375,0.24708883566090772,P,1,HKU1_S1,Ordered,rho_05,Direct
0.5,-4.135923325516008e-8,M,2,HKU1_S1,Ordered,rho_05,Direct
0.5,-9.399825739809089e-8,M,3,HKU1_S1,Ordered,rho_05,Direct
0.5,-1.0903797858178408e-7,M,4,HKU1_S1,Ordered,rho_05,Direct
0.5,-1.2031776946955686e-7,M,5,HKU1_S1,Ordered,rho_05,Direct
0.5,-1.8799651479618157e-8,M,6,HKU1_S1,Ordered,rho_05,Direct
0.5,0.24638337356476936,P,1,HKU1_S1,Ordered,rho_05,Direct
0.625,-6.651176808449688e-9,M,3,HKU1_S1,Ordered,rho_05,Direct
0.625,-7.715365097801477e-9,M,4,HKU1_S1,Ordered,rho_05,Direct
0.625,-8.513506314815749e-9,M,5,HKU1_S1,Ordered,rho_05,Direct
0.625,0.2463132024357349,P,1,HKU1_S1,Ordered,rho_05,Direct
0.75,-1.2124203938734626e-7,M,3,HKU1_S1,Ordered,rho_05,Direct
0.75,-1.4064076568931935e-7,M,4,HKU1_S1,Ordered,rho_05,Direct
0.75,-1.551898104158066e-7,M,5,HKU1_S1,Ordered,rho_05,Direct
0.75,0.24630682996431225,P,1,HKU1_S1,Ordered,rho_05,Direct
0.875,-5.3788708143774756e-8,M,3,HKU1_S1,Ordered,rho_05,Direct
0.875,-6.884955318229963e-8,M,5,HKU1_S1,Ordered,rho_05,Direct
0.875,0.24630585325778712,P,1,HKU1_S1,Ordered,rho_05,Direct
1,0.24630557061786398,P,1,HKU1_S1,Ordered,rho_05,Direct
1,0.1856392377470792,P,2,HKU1_S1,Ordered,rho_05,Direct
1,0.13991596065310474,P,3,HKU1_S1,Ordered,rho_05,Direct
1,0.10545671409002098,P,4,HKU1_S1,Ordered,rho_05,Direct
1,0.3174245941581467,P,5,HKU1_S1,Ordered,rho_05,Direct
2,0.24630553760935628,P,1,HKU1_S1,Ordered,rho_05,Direct
2,0.18563911941225059,P,2,HKU1_S1,Ordered,rho_05,Direct
2,0.1399151763929657,P,3,HKU1_S1,Ordered,rho_05,Direct
2,0.10545329457795147,P,4,HKU1_S1,Ordered,rho_05,Direct
2,0.31726156567789443,P,5,HKU1_S1,Ordered,rho_05,Direct
2,0.005425306336804629,P,6,HKU1_S1,Ordered,rho_05,Direct
3,0.24630553634209815,P,1,HKU1_S1,Ordered,rho_05,Direct
3,0.1856391191089566,P,2,HKU1_S1,Ordered,rho_05,Direct
3,0.1399151763105773,P,3,HKU1_S1,Ordered,rho_05,Direct
3,0.10545329376734483,P,4,HKU1_S1,Ordered,rho_05,Direct
3,0.3172597230050386,P,5,HKU1_S1,Ordered,rho_05,Direct
3,0.005427151465984544,P,6,HKU1_S1,Ordered,rho_05,Direct
4,0.24630553634228589,P,1,HKU1_S1,Ordered,rho_05,Direct
4,0.18563911910942466,P,2,HKU1_S1,Ordered,rho_05,Direct
4,0.13991517631106815,P,3,HKU1_S1,Ordered,rho_05,Direct
4,0.10545329376734452,P,4,HKU1_S1,Ordered,rho_05,Direct
4,0.3172597083307081,P,5,HKU1_S1,Ordered,rho_05,Direct
4,0.005427166139168681,P,6,HKU1_S1,Ordered,rho_05,Direct
5,0.24630553634228594,P,1,HKU1_S1,Ordered,rho_05,Direct
5,0.18563911910942482,P,2,HKU1_S1,Ordered,rho_05,Direct
5,0.13991517631106845,P,3,HKU1_S1,Ordered,rho_05,Direct
5,0.10545329376734525,P,4,HKU1_S1,Ordered,rho_05,Direct
5,0.3172597079530335,P,5,HKU1_S1,Ordered,rho_05,Direct
5,0.005427166516842226,P,6,HKU1_S1,Ordered,rho_05,Direct
10,0.24630553634228589,P,1,HKU1_S1,Ordered,rho_05,Direct
10,0.18563911910942477,P,2,HKU1_S1,Ordered,rho_05,Direct
10,0.13991517631106842,P,3,HKU1_S1,Ordered,rho_05,Direct
10,0.1054532937673452,P,4,HKU1_S1,Ordered,rho_05,Direct
10,0.3172597079430557,P,5,HKU1_S1,Ordered,rho_05,Direct
10,0.005427166526820005,P,6,HKU1_S1,Ordered,rho_05,Direct
15,0.24630553634228589,P,1,HKU1_S1,Ordered,rho_05,Direct
15,0.18563911910942477,P,2,HKU1_S1,Ordered,rho_05,Direct
15,0.13991517631106842,P,3,HKU1_S1,Ordered,rho_05,Direct
15,0.1054532937673452,P,4,HKU1_S1,Ordered,rho_05,Direct
15,0.3172597079430557,P,5,HKU1_S1,Ordered,rho_05,Direct
20,0.24630553634228589,P,1,HKU1_S1,Ordered,rho_05,Direct
20,0.18563911910942477,P,2,HKU1_S1,Ordered,rho_05,Direct
20,0.13991517631106842,P,3,HKU1_S1,Ordered,rho_05,Direct
20,0.1054532937673452,P,4,HKU1_S1,Ordered,rho_05,Direct
20,0.3172597079430557,P,5,HKU1_S1,Ordered,rho_05,Direct
25,0.24630553634228589,P,1,HKU1_S1,Ordered,rho_05,Direct
25,0.18563911910942477,P,2,HKU1_S1,Ordered,rho_05,Direct
25,0.13991517631106842,P,3,HKU1_S1,Ordered,rho_05,Direct
25,0.1054532937673452,P,4,HKU1_S1,Ordered,rho_05,Direct
25,0.3172597079430557,P,5,HKU1_S1,Ordered,rho_05,Direct
25,0.005427166526820005,P,6,HKU1_S1,Ordered,rho_05,Direct
30,0.24630553634228589,P,1,HKU1_S1,Ordered,rho_05,Direct
30,0.18563911910942477,P,2,HKU1_S1,Ordered,rho_05,Direct
30,0.13991517631106842,P,3,HKU1_S1,Ordered,rho_05,Direct
30,0.1054532937673452,P,4,HKU1_S1,Ordered,rho_05,Direct
30,0.3172597079430557,P,5,HKU1_S1,Ordered,rho_05,Direct
35,0.24630553634228589,P,1,HKU1_S1,Ordered,rho_05,Direct
35,0.18563911910942477,P,2,HKU1_S1,Ordered,rho_05,Direct
35,0.13991517631106842,P,3,HKU1_S1,Ordered,rho_05,Direct
35,0.1054532937673452,P,4,HKU1_S1,Ordered,rho_05,Direct
35,0.3172597079430557,P,5,HKU1_S1,Ordered,rho_05,Direct
35,0.005427166526820005,P,6,HKU1_S1,Ordered,rho_05,Direct
40,0.24630553634228589,P,1,HKU1_S1,Ordered,rho_05,Direct
40,0.18563911910942477,P,2,HKU1_S1,Ordered,rho_05,Direct
40,0.13991517631106842,P,3,HKU1_S1,Ordered,rho_05,Direct
40,0.1054532937673452,P,4,HKU1_S1,Ordered,rho_05,Direct
40,0.3172597079430557,P,5,HKU1_S1,Ordered,rho_05,Direct
40,0.005427166526820005,P,6,HKU1_S1,Ordered,rho_05,Direct
45,0.24630553634228589,P,1,HKU1_S1,Ordered,rho_05,Direct
45,0.18563911910942477,P,2,HKU1_S1,Ordered,rho_05,Direct
45,0.13991517631106842,P,3,HKU1_S1,Ordered,rho_05,Direct
45,0.1054532937673452,P,4,HKU1_S1,Ordered,rho_05,Direct
45,0.3172597079430557,P,5,HKU1_S1,Ordered,rho_05,Direct
45,0.005427166526820005,P,6,HKU1_S1,Ordered,rho_05,Direct
50,0.24630553634228589,P,1,HKU1_S1,Ordered,rho_05,Direct
50,0.18563911910942477,P,2,HKU1_S1,Ordered,rho_05,Direct
50,0.13991517631106842,P,3,HKU1_S1,Ordered,rho_05,Direct
50,0.1054532937673452,P,4,HKU1_S1,Ordered,rho_05,Direct
50,0.3172597079430557,P,5,HKU1_S1,Ordered,rho_05,Direct
55,0.18563911910942477,P,2,HKU1_S1,Ordered,rho_05,Direct
55,0.13991517631106842,P,3,HKU1_S1,Ordered,rho_05,Direct
55,0.1054532937673452,P,4,HKU1_S1,Ordered,rho_05,Direct
55,0.3172597079430557,P,5,HKU1_S1,Ordered,rho_05,Direct
55,0.005427166526820005,P,6,HKU1_S1,Ordered,rho_05,Direct
60,0.13991517631106842,P,3,HKU1_S1,Ordered,rho_05,Direct
60,0.1054532937673452,P,4,HKU1_S1,Ordered,rho_05,Direct
60,0.3172597079430557,P,5,HKU1_S1,Ordered,rho_05,Direct
60,0.005427166526820005,P,6,HKU1_S1,Ordered,rho_05,Direct
65,0.18563911910942477,P,2,HKU1_S1,Ordered,rho_05,Direct
65,0.1054532937673452,P,4,HKU1_S1,Ordered,rho_05,Direct
65,0.3172597079430557,P,5,HKU1_S1,Ordered,rho_05,Direct
0,0.08088235294117649,M,2,HKU1_S1,Ordered,rho_05,Laddered
0,0.18382352941176475,M,3,HKU1_S1,Ordered,rho_05,Laddered
0,0.21323529411764708,M,4,HKU1_S1,Ordered,rho_05,Laddered
0,0.23529411764705882,M,5,HKU1_S1,Ordered,rho_05,Laddered
0,0.03676470588235295,M,6,HKU1_S1,Ordered,rho_05,Laddered
0,0.25000000000000006,P,1,HKU1_S1,Ordered,rho_05,Laddered
0.125,0.038647083598241004,M,2,HKU1_S1,Ordered,rho_05,Laddered
0.125,0.1018877658499081,M,4,HKU1_S1,Ordered,rho_05,Laddered
0.125,0.11242787955851923,M,5,HKU1_S1,Ordered,rho_05,Laddered
0.125,0.4445641832530326,P,1,HKU1_S1,Ordered,rho_05,Laddered
0.25,0.018466280338234855,M,2,HKU1_S1,Ordered,rho_05,Laddered
0.25,0.041968818950533775,M,3,HKU1_S1,Ordered,rho_05,Laddered
0.25,0.04868382998261913,M,4,HKU1_S1,Ordered,rho_05,Laddered
0.25,0.053720088256683146,M,5,HKU1_S1,Ordered,rho_05,Laddered
0.25,0.4513044890658083,P,1,HKU1_S1,Ordered,rho_05,Laddered
0.375,0.020053472355337502,M,3,HKU1_S1,Ordered,rho_05,Laddered
0.375,0.025668444614831972,M,5,HKU1_S1,Ordered,rho_05,Laddered
0.375,0.4087142131379179,P,1,HKU1_S1,Ordered,rho_05,Laddered
0.5,0.004216007073070156,M,2,HKU1_S1,Ordered,rho_05,Laddered
0.5,0.009581834256977626,M,3,HKU1_S1,Ordered,rho_05,Laddered
0.5,0.011114927738094043,M,4,HKU1_S1,Ordered,rho_05,Laddered
0.5,0.012264747848931352,M,5,HKU1_S1,Ordered,rho_05,Laddered
0.5,0.0019163668513955251,M,6,HKU1_S1,Ordered,rho_05,Laddered
0.5,0.3596818291289843,P,1,HKU1_S1,Ordered,rho_05,Laddered
0.625,0.004578418927932427,M,3,HKU1_S1,Ordered,rho_05,Laddered
0.625,0.005310965956401613,M,4,HKU1_S1,Ordered,rho_05,Laddered
0.625,0.0058603762277535,M,5,HKU1_S1,Ordered,rho_05,Laddered
0.625,0.31642144228899116,P,1,HKU1_S1,Ordered,rho_05,Laddered
0.75,0.002187654558347334,M,3,HKU1_S1,Ordered,rho_05,Laddered
0.75,0.002537679287682906,M,4,HKU1_S1,Ordered,rho_05,Laddered
0.75,0.0028001978346845844,M,5,HKU1_S1,Ordered,rho_05,Laddered
0.75,0.28120663361304704,P,1,HKU1_S1,Ordered,rho_05,Laddered
0.875,0.0010452343664279662,M,3,HKU1_S1,Ordered,rho_05,Laddered
0.875,0.0013378999890277957,M,5,HKU1_S1,Ordered,rho_05,Laddered
0.875,0.253336626650463,P,1,HKU1_S1,Ordered,rho_05,Laddered
1,0.23146219163233064,P,1,HKU1_S1,Ordered,rho_05,Laddered
1,0.22692655366356032,P,2,HKU1_S1,Ordered,rho_05,Laddered
1,0.2010417542245828,P,3,HKU1_S1,Ordered,rho_05,Laddered
1,0.17148810186791724,P,4,HKU1_S1,Ordered,rho_05,Laddered
1,0.15785976044332728,P,5,HKU1_S1,Ordered,rho_05,Laddered
2,0.16213285651117976,P,1,HKU1_S1,Ordered,rho_05,Laddered
2,0.17927146706168118,P,2,HKU1_S1,Ordered,rho_05,Laddered
2,0.19489499319932965,P,3,HKU1_S1,Ordered,rho_05,Laddered
2,0.21188594292241042,P,4,HKU1_S1,Ordered,rho_05,Laddered
2,0.2342434666478904,P,5,HKU1_S1,Ordered,rho_05,Laddered
2,0.0175657275658636,P,6,HKU1_S1,Ordered,rho_05,Laddered
3,0.15104561326266347,P,1,HKU1_S1,Ordered,rho_05,Laddered
3,0.17105397324565833,P,2,HKU1_S1,Ordered,rho_05,Laddered
3,0.19318510628676586,P,3,HKU1_S1,Ordered,rho_05,Laddered
3,0.21823981231603942,P,4,HKU1_S1,Ordered,rho_05,Laddered
3,0.24724993690940816,P,5,HKU1_S1,Ordered,rho_05,Laddered
3,0.019225542386879915,P,6,HKU1_S1,Ordered,rho_05,Laddered
4,0.14922090541927305,P,1,HKU1_S1,Ordered,rho_05,Laddered
4,0.16969814171454028,P,2,HKU1_S1,Ordered,rho_05,Laddered
4,0.19289896212793387,P,3,HKU1_S1,Ordered,rho_05,Laddered
4,0.21928368536462695,P,4,HKU1_S1,Ordered,rho_05,Laddered
4,0.24939535391291712,P,5,HKU1_S1,Ordered,rho_05,Laddered
4,0.019502951426146855,P,6,HKU1_S1,Ordered,rho_05,Laddered
5,0.14892036458315297,P,1,HKU1_S1,Ordered,rho_05,Laddered
5,0.1694747790749516,P,2,HKU1_S1,Ordered,rho_05,Laddered
5,0.19285182009789106,P,3,HKU1_S1,Ordered,rho_05,Laddered
5,0.21945557971085544,P,4,HKU1_S1,Ordered,rho_05,Laddered
5,0.24974876863403828,P,5,HKU1_S1,Ordered,rho_05,Laddered
5,0.019548687898963045,P,6,HKU1_S1,Ordered,rho_05,Laddered
10,0.1488608862642186,P,1,HKU1_S1,Ordered,rho_05,Laddered
10,0.16943054312799766,P,2,HKU1_S1,Ordered,rho_05,Laddered
10,0.19284252100151938,P,3,HKU1_S1,Ordered,rho_05,Laddered
10,0.21948957535216268,P,4,HKU1_S1,Ordered,rho_05,Laddered
10,0.24981873333566987,P,5,HKU1_S1,Ordered,rho_05,Laddered
10,0.01955774091843199,P,6,HKU1_S1,Ordered,rho_05,Laddered
15,0.14886087617845506,P,1,HKU1_S1,Ordered,rho_05,Laddered
15,0.169430535633697,P,2,HKU1_S1,Ordered,rho_05,Laddered
15,0.19284251941794225,P,3,HKU1_S1,Ordered,rho_05,Laddered
15,0.21948958112176328,P,4,HKU1_S1,Ordered,rho_05,Laddered
15,0.24981874519481093,P,5,HKU1_S1,Ordered,rho_05,Laddered
20,0.14886087617548074,P,1,HKU1_S1,Ordered,rho_05,Laddered
20,0.16943053563148688,P,2,HKU1_S1,Ordered,rho_05,Laddered
20,0.19284251941747527,P,3,HKU1_S1,Ordered,rho_05,Laddered
20,0.21948958112346478,P,4,HKU1_S1,Ordered,rho_05,Laddered
20,0.2498187451983083,P,5,HKU1_S1,Ordered,rho_05,Laddered
25,0.14886087617547988,P,1,HKU1_S1,Ordered,rho_05,Laddered
25,0.16943053563148627,P,2,HKU1_S1,Ordered,rho_05,Laddered
25,0.19284251941747516,P,3,HKU1_S1,Ordered,rho_05,Laddered
25,0.21948958112346525,P,4,HKU1_S1,Ordered,rho_05,Laddered
25,0.2498187451983093,P,5,HKU1_S1,Ordered,rho_05,Laddered
25,0.01955774245378421,P,6,HKU1_S1,Ordered,rho_05,Laddered
30,0.14886087617547988,P,1,HKU1_S1,Ordered,rho_05,Laddered
30,0.16943053563148627,P,2,HKU1_S1,Ordered,rho_05,Laddered
30,0.19284251941747516,P,3,HKU1_S1,Ordered,rho_05,Laddered
30,0.21948958112346525,P,4,HKU1_S1,Ordered,rho_05,Laddered
30,0.2498187451983093,P,5,HKU1_S1,Ordered,rho_05,Laddered
35,0.14886087617547988,P,1,HKU1_S1,Ordered,rho_05,Laddered
35,0.16943053563148627,P,2,HKU1_S1,Ordered,rho_05,Laddered
35,0.19284251941747516,P,3,HKU1_S1,Ordered,rho_05,Laddered
35,0.21948958112346525,P,4,HKU1_S1,Ordered,rho_05,Laddered
35,0.2498187451983093,P,5,HKU1_S1,Ordered,rho_05,Laddered
35,0.01955774245378421,P,6,HKU1_S1,Ordered,rho_05,Laddered
40,0.14886087617547988,P,1,HKU1_S1,Ordered,rho_05,Laddered
40,0.16943053563148627,P,2,HKU1_S1,Ordered,rho_05,Laddered
40,0.19284251941747516,P,3,HKU1_S1,Ordered,rho_05,Laddered
40,0.21948958112346525,P,4,HKU1_S1,Ordered,rho_05,Laddered
40,0.2498187451983093,P,5,HKU1_S1,Ordered,rho_05,Laddered
40,0.01955774245378421,P,6,HKU1_S1,Ordered,rho_05,Laddered
45,0.14886087617547988,P,1,HKU1_S1,Ordered,rho_05,Laddered
45,0.16943053563148627,P,2,HKU1_S1,Ordered,rho_05,Laddered
45,0.19284251941747516,P,3,HKU1_S1,Ordered,rho_05,Laddered
45,0.21948958112346525,P,4,HKU1_S1,Ordered,rho_05,Laddered
45,0.2498187451983093,P,5,HKU1_S1,Ordered,rho_05,Laddered
45,0.01955774245378421,P,6,HKU1_S1,Ordered,rho_05,Laddered
50,0.14886087617547988,P,1,HKU1_S1,Ordered,rho_05,Laddered
50,0.16943053563148627,P,2,HKU1_S1,Ordered,rho_05,Laddered
50,0.19284251941747516,P,3,HKU1_S1,Ordered,rho_05,Laddered
50,0.21948958112346525,P,4,HKU1_S1,Ordered,rho_05,Laddered
50,0.2498187451983093,P,5,HKU1_S1,Ordered,rho_05,Laddered
55,0.16943053563148627,P,2,HKU1_S1,Ordered,rho_05,Laddered
55,0.19284251941747516,P,3,HKU1_S1,Ordered,rho_05,Laddered
55,0.21948958112346525,P,4,HKU1_S1,Ordered,rho_05,Laddered
55,0.2498187451983093,P,5,HKU1_S1,Ordered,rho_05,Laddered
55,0.01955774245378421,P,6,HKU1_S1,Ordered,rho_05,Laddered
60,0.19284251941747516,P,3,HKU1_S1,Ordered,rho_05,Laddered
60,0.21948958112346525,P,4,HKU1_S1,Ordered,rho_05,Laddered
60,0.2498187451983093,P,5,HKU1_S1,Ordered,rho_05,Laddered
60,0.01955774245378421,P,6,HKU1_S1,Ordered,rho_05,Laddered
65,0.16943053563148627,P,2,HKU1_S1,Ordered,rho_05,Laddered
65,0.21948958112346525,P,4,HKU1_S1,Ordered,rho_05,Laddered
65,0.2498187451983093,P,5,HKU1_S1,Ordered,rho_05,Laddered
0,0.07352941176470588,M,2,a_229E_S1,Ordered,rho_05,Direct
0,0.15441176470588236,M,3,a_229E_S1,Ordered,rho_05,Direct
0,0.36764705882352944,M,4,a_229E_S1,Ordered,rho_05,Direct
0,0.2426470588235294,M,5,a_229E_S1,Ordered,rho_05,Direct
0,0.16176470588235295,P,1,a_229E_S1,Ordered,rho_05,Direct
0.125,0.021357265300086546,M,2,a_229E_S1,Ordered,rho_05,Direct
0.125,0.04485025713018177,M,3,a_229E_S1,Ordered,rho_05,Direct
0.125,0.10678632650043277,M,4,a_229E_S1,Ordered,rho_05,Direct
0.125,0.4096290045180548,P,1,a_229E_S1,Ordered,rho_05,Direct
0.25,0.0062034029783252925,M,2,a_229E_S1,Ordered,rho_05,Direct
0.25,0.013027146254483115,M,3,a_229E_S1,Ordered,rho_05,Direct
0.25,0.031017014891626473,M,4,a_229E_S1,Ordered,rho_05,Direct
0.25,0.36262778749801483,P,1,a_229E_S1,Ordered,rho_05,Direct
0.375,0.0018018391865132488,M,2,a_229E_S1,Ordered,rho_05,Direct
0.375,0.003783862291677822,M,3,a_229E_S1,Ordered,rho_05,Direct
0.375,0.009009195932566248,M,4,a_229E_S1,Ordered,rho_05,Direct
0.375,0.005946069315493723,M,5,a_229E_S1,Ordered,rho_05,Direct
0.375,0.3299149359100507,P,1,a_229E_S1,Ordered,rho_05,Direct
0.5,5.233496194898199e-4,M,2,a_229E_S1,Ordered,rho_05,Direct
0.5,0.0010990342009286214,M,3,a_229E_S1,Ordered,rho_05,Direct
0.5,0.0026167480974491003,M,4,a_229E_S1,Ordered,rho_05,Direct
0.5,0.0017270537443164066,M,5,a_229E_S1,Ordered,rho_05,Direct
0.5,0.3173599391266581,P,1,a_229E_S1,Ordered,rho_05,Direct
0.625,1.5199873609072386e-4,M,2,a_229E_S1,Ordered,rho_05,Direct
0.625,3.1919734579051993e-4,M,3,a_229E_S1,Ordered,rho_05,Direct
0.625,5.015958290993889e-4,M,5,a_229E_S1,Ordered,rho_05,Direct
0.625,0.31322400740312506,P,1,a_229E_S1,Ordered,rho_05,Direct
0.75,9.270154630264892e-5,M,3,a_229E_S1,Ordered,rho_05,Direct
0.75,0.31194431924661586,P,1,a_229E_S1,Ordered,rho_05,Direct
0.875,0.31156020894256536,P,1,a_229E_S1,Ordered,rho_05,Direct
0.875,0.15090386918755075,P,4,a_229E_S1,Ordered,rho_05,Direct
1,0.31144675737897204,P,1,a_229E_S1,Ordered,rho_05,Direct
1,0.2145247885807556,P,2,a_229E_S1,Ordered,rho_05,Direct
1,0.1478339790866437,P,3,a_229E_S1,Ordered,rho_05,Direct
1,0.14980905550579635,P,4,a_229E_S1,Ordered,rho_05,Direct
1,0.17634289176543577,P,5,a_229E_S1,Ordered,rho_05,Direct
2,0.31139968983626637,P,1,a_229E_S1,Ordered,rho_05,Direct
2,0.21442992781753192,P,2,a_229E_S1,Ordered,rho_05,Direct
2,0.14765652388970366,P,3,a_229E_S1,Ordered,rho_05,Direct
2,0.1490711978505412,P,4,a_229E_S1,Ordered,rho_05,Direct
2,0.1774426580834156,P,5,a_229E_S1,Ordered,rho_05,Direct
3,0.3113996870231303,P,1,a_229E_S1,Ordered,rho_05,Direct
3,0.21442992194618252,P,2,a_229E_S1,Ordered,rho_05,Direct
3,0.14765651135940125,P,3,a_229E_S1,Ordered,rho_05,Direct
3,0.14907105916236063,P,4,a_229E_S1,Ordered,rho_05,Direct
3,0.1774428205111001,P,5,a_229E_S1,Ordered,rho_05,Direct
4,0.31139968702000453,P,1,a_229E_S1,Ordered,rho_05,Direct
4,0.2144299219438522,P,2,a_229E_S1,Ordered,rho_05,Direct
4,0.1476565113628175,P,3,a_229E_S1,Ordered,rho_05,Direct
4,0.1490710592895877,P,4,a_229E_S1,Ordered,rho_05,Direct
4,0.17744282038374146,P,5,a_229E_S1,Ordered,rho_05,Direct
5,0.31139968702000065,P,1,a_229E_S1,Ordered,rho_05,Direct
5,0.2144299219438463,P,2,a_229E_S1,Ordered,rho_05,Direct
5,0.14765651136280938,P,3,a_229E_S1,Ordered,rho_05,Direct
5,0.1490710592897686,P,4,a_229E_S1,Ordered,rho_05,Direct
5,0.17744282038357498,P,5,a_229E_S1,Ordered,rho_05,Direct
10,0.31139968702000065,P,1,a_229E_S1,Ordered,rho_05,Direct
10,0.2144299219438463,P,2,a_229E_S1,Ordered,rho_05,Direct
10,0.14765651136280938,P,3,a_229E_S1,Ordered,rho_05,Direct
10,0.14907105928976885,P,4,a_229E_S1,Ordered,rho_05,Direct
10,0.17744282038357478,P,5,a_229E_S1,Ordered,rho_05,Direct
15,0.31139968702000065,P,1,a_229E_S1,Ordered,rho_05,Direct
15,0.2144299219438463,P,2,a_229E_S1,Ordered,rho_05,Direct
15,0.1476565113628094,P,3,a_229E_S1,Ordered,rho_05,Direct
15,0.14907105928976885,P,4,a_229E_S1,Ordered,rho_05,Direct
15,0.17744282038357478,P,5,a_229E_S1,Ordered,rho_05,Direct
20,0.31139968702000065,P,1,a_229E_S1,Ordered,rho_05,Direct
20,0.2144299219438463,P,2,a_229E_S1,Ordered,rho_05,Direct
20,0.1476565113628094,P,3,a_229E_S1,Ordered,rho_05,Direct
20,0.14907105928976885,P,4,a_229E_S1,Ordered,rho_05,Direct
20,0.17744282038357478,P,5,a_229E_S1,Ordered,rho_05,Direct
25,0.31139968702000065,P,1,a_229E_S1,Ordered,rho_05,Direct
25,0.2144299219438463,P,2,a_229E_S1,Ordered,rho_05,Direct
25,0.1476565113628094,P,3,a_229E_S1,Ordered,rho_05,Direct
25,0.14907105928976885,P,4,a_229E_S1,Ordered,rho_05,Direct
25,0.17744282038357478,P,5,a_229E_S1,Ordered,rho_05,Direct
30,0.31139968702000065,P,1,a_229E_S1,Ordered,rho_05,Direct
30,0.2144299219438463,P,2,a_229E_S1,Ordered,rho_05,Direct
30,0.14765651136280938,P,3,a_229E_S1,Ordered,rho_05,Direct
30,0.14907105928976885,P,4,a_229E_S1,Ordered,rho_05,Direct
30,0.17744282038357478,P,5,a_229E_S1,Ordered,rho_05,Direct
35,0.31139968702000065,P,1,a_229E_S1,Ordered,rho_05,Direct
35,0.2144299219438463,P,2,a_229E_S1,Ordered,rho_05,Direct
35,0.14765651136280938,P,3,a_229E_S1,Ordered,rho_05,Direct
35,0.14907105928976885,P,4,a_229E_S1,Ordered,rho_05,Direct
35,0.17744282038357478,P,5,a_229E_S1,Ordered,rho_05,Direct
40,0.31139968702000065,P,1,a_229E_S1,Ordered,rho_05,Direct
40,0.2144299219438463,P,2,a_229E_S1,Ordered,rho_05,Direct
40,0.14765651136280938,P,3,a_229E_S1,Ordered,rho_05,Direct
40,0.14907105928976885,P,4,a_229E_S1,Ordered,rho_05,Direct
40,0.17744282038357478,P,5,a_229E_S1,Ordered,rho_05,Direct
45,0.31139968702000065,P,1,a_229E_S1,Ordered,rho_05,Direct
45,0.2144299219438463,P,2,a_229E_S1,Ordered,rho_05,Direct
45,0.14765651136280938,P,3,a_229E_S1,Ordered,rho_05,Direct
45,0.14907105928976885,P,4,a_229E_S1,Ordered,rho_05,Direct
45,0.17744282038357478,P,5,a_229E_S1,Ordered,rho_05,Direct
50,0.31139968702000065,P,1,a_229E_S1,Ordered,rho_05,Direct
50,0.2144299219438463,P,2,a_229E_S1,Ordered,rho_05,Direct
50,0.1476565113628094,P,3,a_229E_S1,Ordered,rho_05,Direct
50,0.14907105928976885,P,4,a_229E_S1,Ordered,rho_05,Direct
50,0.17744282038357478,P,5,a_229E_S1,Ordered,rho_05,Direct
55,0.31139968702000065,P,1,a_229E_S1,Ordered,rho_05,Direct
55,0.2144299219438463,P,2,a_229E_S1,Ordered,rho_05,Direct
55,0.1476565113628094,P,3,a_229E_S1,Ordered,rho_05,Direct
55,0.14907105928976885,P,4,a_229E_S1,Ordered,rho_05,Direct
55,0.17744282038357478,P,5,a_229E_S1,Ordered,rho_05,Direct
60,0.2144299219438463,P,2,a_229E_S1,Ordered,rho_05,Direct
60,0.1476565113628094,P,3,a_229E_S1,Ordered,rho_05,Direct
60,0.14907105928976885,P,4,a_229E_S1,Ordered,rho_05,Direct
60,0.17744282038357478,P,5,a_229E_S1,Ordered,rho_05,Direct
65,0.14765651136280938,P,3,a_229E_S1,Ordered,rho_05,Direct
65,0.14907105928976885,P,4,a_229E_S1,Ordered,rho_05,Direct
65,0.17744282038357478,P,5,a_229E_S1,Ordered,rho_05,Direct
0,0.07352941176470588,M,2,a_229E_S1,Ordered,rho_05,Laddered
0,0.15441176470588236,M,3,a_229E_S1,Ordered,rho_05,Laddered
0,0.36764705882352944,M,4,a_229E_S1,Ordered,rho_05,Laddered
0,0.2426470588235294,M,5,a_229E_S1,Ordered,rho_05,Laddered
